Query,True EC,Predicted EC,Exact Match,First Number Match,First Number
Q5VVX9,['2.3.2.23'],No EC number found,False,False,No EC number found
A0A0B6VIJ5,['2.4.1.-'],No EC number found,False,False,No EC number found
P74388,['2.1.1.295'],No EC number found,False,False,No EC number found
Q8RFC2,['4.3.1.3'],No EC number found,False,False,No EC number found
P39065,['2.3.1.-'],No EC number found,False,False,No EC number found
A1W0U9,['2.4.2.-'],No EC number found,False,False,No EC number found
B5Y8J7,['6.1.1.15'],No EC number found,False,False,No EC number found
G3XMC4,['2.3.1.-'],No EC number found,False,False,No EC number found
A1TND7,['4.2.1.96'],No EC number found,False,False,No EC number found
O25956,['2.8.1.6'],No EC number found,False,False,No EC number found
Q9Z831,['2.1.2.1'],No EC number found,False,False,No EC number found
C1F1S2,['2.7.1.23'],No EC number found,False,False,No EC number found
A0JUU8,['5.4.99.25'],No EC number found,False,False,No EC number found
C0Z7H6,['2.7.8.26'],No EC number found,False,False,No EC number found
Q7UVF9,['1.3.1.98'],No EC number found,False,False,No EC number found
Q7U363,['5.4.99.12'],No EC number found,False,False,No EC number found
Q9LKI5,['3.1.-.-'],No EC number found,False,False,No EC number found
Q9STX2,['1.3.1.3'],No EC number found,False,False,No EC number found
Q96GQ7,['3.6.4.13'],No EC number found,False,False,No EC number found
Q9WYR4,['4.2.2.22'],3.1.1.11,False,False,3
P36871,['5.4.2.2'],No EC number found,False,False,No EC number found
Q8TLH2,['3.5.1.44'],No EC number found,False,False,No EC number found
Q9KBM8,['6.3.5.11'],No EC number found,False,False,No EC number found
Q6MKZ5,['6.3.4.20'],No EC number found,False,False,No EC number found
Q73LF7,['2.7.8.7'],No EC number found,False,False,No EC number found
O96539,['2.3.2.8'],No EC number found,False,False,No EC number found
N4WE73,['1.1.1.1'],No EC number found,False,False,No EC number found
P44033,['2.-.-.-'],No EC number found,False,False,No EC number found
Q1AYH1,['3.5.2.7'],No EC number found,False,False,No EC number found
Q0BZD8,['3.6.3.28'],No EC number found,False,False,No EC number found
Q82Z75,['2.7.13.3'],No EC number found,False,False,No EC number found
Q2I8V6,['1.1.1.292'],No EC number found,False,False,No EC number found
H2K887,['4.2.3.152'],No EC number found,False,False,No EC number found
Q9PD67,['2.1.1.297'],No EC number found,False,False,No EC number found
Q9XEE9,['2.4.1.131'],No EC number found,False,False,No EC number found
O67733,['2.6.1.42'],No EC number found,False,False,No EC number found
Q8IXQ6,['2.4.2.30'],No EC number found,False,False,No EC number found
Q8EW34,['5.3.1.1'],No EC number found,False,False,No EC number found
P09773,['4.3.1.12'],No EC number found,False,False,No EC number found
Q6DV14,['1.11.1.15'],No EC number found,False,False,No EC number found
A7ZBF3,['1.6.5.11'],No EC number found,False,False,No EC number found
P37302,['3.4.11.15'],No EC number found,False,False,No EC number found
P55786,['3.4.11.14'],No EC number found,False,False,No EC number found
Q4L670,['5.3.2.-'],No EC number found,False,False,No EC number found
Q93TL5,['1.3.7.5'],No EC number found,False,False,No EC number found
Q7SDX3,['1.13.11.6'],No EC number found,False,False,No EC number found
C4ZD61,['1.1.1.94'],No EC number found,False,False,No EC number found
P9WND4,['1.1.-.-'],No EC number found,False,False,No EC number found
Q2GGH7,['5.3.1.1'],No EC number found,False,False,No EC number found
Q98PK9,['1.8.1.9'],No EC number found,False,False,No EC number found
B0RDG2,['2.7.2.11'],No EC number found,False,False,No EC number found
Q59I44,['1.3.1.103'],No EC number found,False,False,No EC number found
P00380,['1.5.1.3'],No EC number found,False,False,No EC number found
Q9PQW6,['2.7.1.23'],2.7.1.23,True,True,2
Q55688,['4.1.99.5'],No EC number found,False,False,No EC number found
Q757B6,['2.5.1.108'],No EC number found,False,False,No EC number found
Q2FXR3,['4.2.1.24'],No EC number found,False,False,No EC number found
Q6R7M4,['1.14.13.202'],No EC number found,False,False,No EC number found
A0FKN6,['3.4.24.-'],No EC number found,False,False,No EC number found
Q54RR5,['1.3.8.5'],No EC number found,False,False,No EC number found
O64333,['3.4.-.-'],No EC number found,False,False,No EC number found
Q9PA93,['3.4.24.-'],No EC number found,False,False,No EC number found
Q9AGY7,['5.3.1.28'],No EC number found,False,False,No EC number found
Q920V1,['2.4.1.79'],No EC number found,False,False,No EC number found
P48914,['1.6.5.3'],No EC number found,False,False,No EC number found
Q7Q3N5,['2.3.1.-'],2.3.1.250,False,True,2
P16263,['2.3.1.61'],No EC number found,False,False,No EC number found
P72667,['2.1.1.193'],No EC number found,False,False,No EC number found
Q9UTH9,['1.3.1.89'],No EC number found,False,False,No EC number found
P55577,['3.4.21.-'],No EC number found,False,False,No EC number found
Q54N80,['5.2.1.8'],No EC number found,False,False,No EC number found
A7H185,['3.1.26.4'],No EC number found,False,False,No EC number found
G5EER4,['1.1.1.271'],No EC number found,False,False,No EC number found
O66522,['6.1.1.21'],No EC number found,False,False,No EC number found
Q9V150,['4.2.1.20'],No EC number found,False,False,No EC number found
Q81E30,['6.1.1.5'],No EC number found,False,False,No EC number found
Q9YFY3,['6.1.1.3'],No EC number found,False,False,No EC number found
P14529,['3.2.1.14'],No EC number found,False,False,No EC number found
P47345,['6.3.5.7'],No EC number found,False,False,No EC number found
Q81CT8,['3.6.3.-'],No EC number found,False,False,No EC number found
O31788,['3.4.21.-'],No EC number found,False,False,No EC number found
O06458,['5.4.99.16'],No EC number found,False,False,No EC number found
P53611,['2.5.1.60'],No EC number found,False,False,No EC number found
Q9HUW5,['1.8.1.8'],No EC number found,False,False,No EC number found
Q6INU7,['1.-.-.-'],No EC number found,False,False,No EC number found
O43464,['3.4.21.108'],No EC number found,False,False,No EC number found
C6CWS7,['2.1.1.197'],No EC number found,False,False,No EC number found
Q5AJX2,['1.14.19.17'],No EC number found,False,False,No EC number found
B8FBE9,['2.1.1.-'],2.1.1.-,True,True,2
Q9LFG2,['5.1.1.7'],No EC number found,False,False,No EC number found
Q3B2C7,['4.1.1.48'],No EC number found,False,False,No EC number found
Q9M9Y8,['5.2.1.13'],No EC number found,False,False,No EC number found
P14091,['3.4.23.34'],No EC number found,False,False,No EC number found
Q39548,['4.2.3.19'],No EC number found,False,False,No EC number found
Q98R09,['6.3.5.-'],No EC number found,False,False,No EC number found
P14229,['3.1.21.4'],No EC number found,False,False,No EC number found
O43091,['2.5.1.91'],No EC number found,False,False,No EC number found
Q8ZQ27,['2.1.-.-'],No EC number found,False,False,No EC number found
O34653,['1.14.19.-'],No EC number found,False,False,No EC number found
O59147,['6.1.1.19'],No EC number found,False,False,No EC number found
Q6P7K0,['3.1.-.-'],No EC number found,False,False,No EC number found
Q08822,['1.5.5.1'],No EC number found,False,False,No EC number found
Q9SAR0,['4.4.1.14'],No EC number found,False,False,No EC number found
Q9A4E8,['1.13.11.11'],No EC number found,False,False,No EC number found
P0A3Z0,['5.2.1.8'],No EC number found,False,False,No EC number found
Q9Y9H1,['6.1.1.17'],No EC number found,False,False,No EC number found
A1TND7,['4.2.1.96'],No EC number found,False,False,No EC number found
Q9FQ09,['3.6.4.12'],No EC number found,False,False,No EC number found
P25080,['4.2.1.49'],No EC number found,False,False,No EC number found
Q9I5Y1,['4.1.2.13'],No EC number found,False,False,No EC number found
P63708,['1.14.-.-'],No EC number found,False,False,No EC number found
Q2GCZ0,['6.1.1.21'],No EC number found,False,False,No EC number found
Q9LSW6,['1.14.-.-'],No EC number found,False,False,No EC number found
P55992,['5.99.1.3'],No EC number found,False,False,No EC number found
P52209,['1.1.1.44'],No EC number found,False,False,No EC number found
Q01577,['2.7.11.1'],No EC number found,False,False,No EC number found
B8FA61,['5.2.1.8'],No EC number found,False,False,No EC number found
Q8ZIF4,['6.3.2.13'],No EC number found,False,False,No EC number found
P0A1F1,['6.3.2.4'],No EC number found,False,False,No EC number found
Q6MDK7,['2.7.1.23'],No EC number found,False,False,No EC number found
P32277,['6.5.1.3'],No EC number found,False,False,No EC number found
F4HSQ2,['3.4.21.-'],No EC number found,False,False,No EC number found
Q8R0F3,['1.8.99.-'],No EC number found,False,False,No EC number found
A0LM36,['3.6.3.-'],No EC number found,False,False,No EC number found
O84022,['6.1.1.5'],No EC number found,False,False,No EC number found
Q02133,['4.1.3.-'],No EC number found,False,False,No EC number found
Q92F76,['3.5.1.-'],3.5.1.-,True,True,3
P59205,['3.2.1.96'],No EC number found,False,False,No EC number found
P49736,['3.6.4.12'],No EC number found,False,False,No EC number found
B5YDT2,['3.1.1.96'],No EC number found,False,False,No EC number found
Q9X1K9,['4.3.3.7'],No EC number found,False,False,No EC number found
Q6AMA0,['6.1.1.9'],No EC number found,False,False,No EC number found
Q8LCU7,['1.3.1.38'],No EC number found,False,False,No EC number found
P96192,['1.3.1.-'],No EC number found,False,False,No EC number found
Q1QVQ9,['2.4.2.7'],No EC number found,False,False,No EC number found
P97562,['1.17.99.3'],No EC number found,False,False,No EC number found
Q2Y6B3,['3.5.4.16'],No EC number found,False,False,No EC number found
O67730,['2.5.1.72'],No EC number found,False,False,No EC number found
Q30Y02,['6.1.1.17'],No EC number found,False,False,No EC number found
P12691,['1.14.15.3'],No EC number found,False,False,No EC number found
B3QVA9,['3.6.4.12'],No EC number found,False,False,No EC number found
Q9UWY8,['4.1.1.50'],No EC number found,False,False,No EC number found
O13702,['1.1.1.6'],No EC number found,False,False,No EC number found
P46428,['2.5.1.18'],No EC number found,False,False,No EC number found
Q9HKB7,['4.1.2.4'],4.1.2.4,True,True,4
Q9MAQ0,['2.4.1.242'],No EC number found,False,False,No EC number found
Q9Y2G5,['2.4.1.221'],No EC number found,False,False,No EC number found
C4M1E4,['4.1.1.38'],No EC number found,False,False,No EC number found
B2HJ23,['2.7.7.60'],No EC number found,False,False,No EC number found
Q8UEZ0,['5.3.1.6'],No EC number found,False,False,No EC number found
P11411,['1.1.1.49'],No EC number found,False,False,No EC number found
Q08499,['3.1.4.53'],No EC number found,False,False,No EC number found
Q8EZ24,['4.3.99.3'],No EC number found,False,False,No EC number found
P50676,['1.9.3.1'],No EC number found,False,False,No EC number found
P52283,['3.1.21.4'],No EC number found,False,False,No EC number found
Q5JGE6,['4.3.99.3'],No EC number found,False,False,No EC number found
Q0W2X4,['2.7.1.39'],No EC number found,False,False,No EC number found
O54408,['2.7.6.5'],No EC number found,False,False,No EC number found
A7UX13,['4.4.1.-'],No EC number found,False,False,No EC number found
Q5AYH8,['3.2.1.21'],No EC number found,False,False,No EC number found
Q99UN8,['2.3.1.39'],No EC number found,False,False,No EC number found
A5V9T6,['1.4.4.2'],No EC number found,False,False,No EC number found
Q49157,['2.3.1.-'],No EC number found,False,False,No EC number found
Q5BF53,['2.3.-.-'],No EC number found,False,False,No EC number found
Q1JQA0,['3.1.2.-'],No EC number found,False,False,No EC number found
B3DQE2,['5.4.99.12'],No EC number found,False,False,No EC number found
Q54QM4,['6.5.1.1'],6.5.1.1,True,True,6
Q10039,['6.1.1.14'],No EC number found,False,False,No EC number found
Q8EHK4,['4.1.2.4'],No EC number found,False,False,No EC number found
Q2K2S0,['3.6.-.-'],No EC number found,False,False,No EC number found
Q04524,['2.2.1.6'],No EC number found,False,False,No EC number found
Q86T82,['3.4.19.12'],No EC number found,False,False,No EC number found
Q9Z831,['2.1.2.1'],No EC number found,False,False,No EC number found
Q9FEA2,['6.1.1.17'],No EC number found,False,False,No EC number found
B2T6I8,['3.4.23.36'],No EC number found,False,False,No EC number found
P84627,['1.12.99.-'],No EC number found,False,False,No EC number found
Q2RIT8,['5.3.1.24'],No EC number found,False,False,No EC number found
Q129C9,['2.7.1.130'],No EC number found,False,False,No EC number found
Q53VV5,['3.1.-.-'],3.1.-.-,True,True,3
A4XR78,['4.99.1.1'],No EC number found,False,False,No EC number found
Q8X7W6,['2.1.1.181'],No EC number found,False,False,No EC number found
Q6M2E8,['6.3.4.19'],No EC number found,False,False,No EC number found
B8FA37,['4.2.1.20'],No EC number found,False,False,No EC number found
Q7Z6V5,['3.5.4.-'],No EC number found,False,False,No EC number found
G5EE56,['2.7.10.2'],No EC number found,False,False,No EC number found
Q98QY9,['2.7.1.30'],No EC number found,False,False,No EC number found
Q9CHG0,['2.3.1.180'],No EC number found,False,False,No EC number found
Q7VRA3,['3.1.-.-'],No EC number found,False,False,No EC number found
P09347,['1.1.1.327'],No EC number found,False,False,No EC number found
Q27593,['1.14.-.-'],No EC number found,False,False,No EC number found
O26830,['2.7.8.13'],No EC number found,False,False,No EC number found
A0R3H2,['6.3.3.2'],No EC number found,False,False,No EC number found
Q46185,['5.1.1.7'],No EC number found,False,False,No EC number found
Q9PPB8,['6.1.1.16'],No EC number found,False,False,No EC number found
G5EEN4,['2.7.11.1'],No EC number found,False,False,No EC number found
Q1CVH7,['2.1.1.170'],No EC number found,False,False,No EC number found
O32125,['3.1.3.-'],No EC number found,False,False,No EC number found
B7FRE8,['4.2.1.104'],No EC number found,False,False,No EC number found
O67890,['2.1.2.9'],No EC number found,False,False,No EC number found
A7ZCL2,['3.4.24.-'],No EC number found,False,False,No EC number found
Q9I468,['4.1.1.81'],No EC number found,False,False,No EC number found
Q9Y8H7,['2.5.1.16'],No EC number found,False,False,No EC number found
P28019,['1.5.1.3'],No EC number found,False,False,No EC number found
Q8Y8D3,['5.3.1.6'],No EC number found,False,False,No EC number found
Q9MUV8,['3.4.21.92'],No EC number found,False,False,No EC number found
Q6C890,['2.3.1.225'],2.3.1.225,True,True,2
Q5FPS8,['1.1.1.94'],No EC number found,False,False,No EC number found
P57219,['4.2.99.18'],No EC number found,False,False,No EC number found
A8ZVP4,['4.1.99.17'],No EC number found,False,False,No EC number found
P56933,['1.1.1.85'],No EC number found,False,False,No EC number found
Q9VEU5,['4.6.1.2'],No EC number found,False,False,No EC number found
P0A444,['1.10.3.9'],No EC number found,False,False,No EC number found
Q9ZDH8,['3.1.11.6'],No EC number found,False,False,No EC number found
P93162,['6.6.1.1'],No EC number found,False,False,No EC number found
Q90XG0,['5.3.1.1'],No EC number found,False,False,No EC number found
C0QSS1,['3.1.-.-'],No EC number found,False,False,No EC number found
Q92BJ1,['3.1.1.96'],No EC number found,False,False,No EC number found
D9IL24,['5.5.1.18'],No EC number found,False,False,No EC number found
P29808,['2.3.1.81'],No EC number found,False,False,No EC number found
O22263,['5.3.4.1'],No EC number found,False,False,No EC number found
Q8XPD5,['4.1.1.65'],No EC number found,False,False,No EC number found
P27718,['4.1.1.28'],No EC number found,False,False,No EC number found
Q0W3B6,['5.1.1.7'],No EC number found,False,False,No EC number found
Q7NNH3,['4.-.-.-'],No EC number found,False,False,No EC number found
Q3T116,['3.1.1.29'],No EC number found,False,False,No EC number found
O67657,['4.1.1.48'],No EC number found,False,False,No EC number found
Q9ZW85,['4.2.1.33'],No EC number found,False,False,No EC number found
